출원번호,출원일,사무소,대리인,MainCPC,클러스터_v1,클러스터_v2,발명명칭
1020217027680,20200526,jang,장수길,H01L 21/02,C3,JP 번역체(v2제외),인화인듐 기판 및 인화인듐 기판의 제조 방법
1020200062282,20200525,jang,장수길,F02M 26/35,C3,JP 번역체(v2제외),EGR 시스템
1020217032270,20200525,jang,장수길,C25D 21/12,C3,JP 번역체(v2제외),"도금 방법, 도금 장치, 프로그램을 기억하는 불휘발성의 기억 매체"
1020200062072,20200525,jang,장수길,H01L 51/52,C2,JP 번역체(v2제외),유기 EL 디스플레이용 반사 애노드 전극
1020200062280,20200525,jang,장수길,F02M 26/35,C4,JP 번역체(v2제외),데미스터 유닛
1020217041474,20200525,jang,장수길,B60B 33/00,C3,JP 번역체(v2제외),캐스터의 브레이크 장치
1020200061479,20200522,jang,장수길,G03B 5/02,C3,JP 번역체(v2제외),흔들림 보정 기능을 구비한 광학 유닛
1020217041417,20200522,jang,장수길,C08G 18/66,C2,JP 번역체(v2제외),폴리우레탄 수지 용액 및 필름상 부재
1020200060733,20200521,jang,장수길,H01J 37/32,C3,JP 번역체(v2제외),"플라스마 밀도 모니터, 플라스마 처리 장치, 및 플라스마 처리 방법"
1020200060145,20200520,jang,장수길,G03F 7/00,C2,A 선행인용형,나노임프린트 리소그래피에서의 충전 시간을 줄이기 위한 기판 예비처리
1020200060316,20200520,jang,장수길,H01L 21/033,C3,JP 번역체(v2제외),"하드 마스크, 기판 처리 방법 및 기판 처리 장치"
1020200060412,20200520,jang,장수길,H04L 29/08,C3,A 선행인용형,"정보 처리 장치, 정보 처리 장치의 제어 방법, 및 프로그램"
1020200060525,20200520,jang,장수길,G01J 3/02,C3,JP 번역체(v2제외),광학 특성 측정 시스템의 교정 방법
1020217041653,20200520,jang,장수길,B24B 37/015,C3,JP 번역체(v2제외),온도 조정 장치 및 연마 장치
1020200060144,20200520,jang,장수길,G03F 7/20,C2,A 선행인용형,"투영 광학계, 노광 장치 및 물품 제조 방법"
1020200059492,20200519,jang,장수길,H01L 21/67,C3,JP 번역체(v2제외),도브테일 홈 가공 방법 및 기판 처리 장치
1020200059506,20200519,jang,장수길,G03B 5/00,C3,JP 번역체(v2제외),흔들림 보정 기능을 구비한 광학 유닛
1020200059537,20200519,jang,장수길,G03B 5/00,C3,JP 번역체(v2제외),흔들림 보정 기능을 구비한 광학 유닛
1020217037517,20200519,jang,장수길,C08L 27/12,C1,JP 번역체(v2제외),불소 함유 엘라스토머 조성물 및 물품
1020217039963,20200519,jang,장수길,C09J 7/38,C1,JP 번역체(v2제외),점착 시트 및 점착제 조성물
1020200058963,20200518,jang,장수길,G02B 5/30,C4,A 선행인용형,"광학 필름, 편광판 및 액정 표시 장치"
1020200058990,20200518,jang,장수길,H01L 21/67,C3,JP 번역체(v2제외),기판 세정 장치 및 기판 세정 방법
1020200059183,20200518,jang,장수길,G09F 9/33,C3,JP 번역체(v2제외),표시 장치 및 전자 기기
1020217021407,20200515,jang,장수길,H05K 7/20,C4,JP 번역체(v2제외),냉각 장치 및 냉각 장치의 제조 방법
1020217030677,20200514,jang,장수길,C09D 171/02,C2,A 선행인용형,표면 처리제
1020200057659,20200514,jang,장수길,H01L 29/786,C3,JP 번역체(v2제외),반도체 장치
1020200057813,20200514,jang,장수길,H03K 17/30,C3,JP 번역체(v2제외),반도체 장치 및 전자 기기
1020200057501,20200514,jang,장수길,H01L 21/687,C3,JP 번역체(v2제외),"자기 구동 장치, 착자 방법 및 자기 구동 장치의 제조 방법"
1020200056653,20200512,jang,장수길,H01L 29/786,C1,JP 번역체(v2제외),반도체 장치의 제작 방법
2020200001573,20200511,jang,장수길,B23K 9/28,C3,JP 번역체(v2제외),용접 토치 및 아크 용접 로봇
1020200055628,20200511,jang,장수길,H01M 50/409,C1,JP 번역체(v2제외),가교형 수지 분산 세퍼레이터
1020200055630,20200511,jang,장수길,H01M 50/409,C1,JP 번역체(v2제외),실란 가교 폴리올레핀 혼합 수지를 사용한 세퍼레이터
1020217042221,20200508,jang,장수길,B32B 27/08,C4,JP 번역체(v2제외),적층체
1020200054414,20200507,jang,장수길,G01C 3/08,C3,JP 번역체(v2제외),"거리 측정 장치, 거리 측정 시스템"
1020200054690,20200507,jang,장수길,H01L 33/64,C3,JP 번역체(v2제외),발광 장치
1020200054324,20200507,jang,장수길,F04B 25/00,C3,JP 번역체(v2제외),압축기 유닛
1020200053775,20200506,jang,장수길,H01L 27/12,C3,JP 번역체(v2제외),반도체 장치 및 그 제작 방법
1020200053634,20200506,jang,장수길,G02B 1/14,C4,JP 번역체(v2제외),광학 필름 및 광학 필름의 제조 방법
1020227005908,20200504,jang,장수길,A61H 23/02,C2,C 간접·표준형,휴대용 퍼커시브 마사지 장치
1020217021390,20200504,jang,장수길,A61H 23/02,C2,C 간접·표준형,휴대용 퍼커시브 마사지 장치
1020200052314,20200429,jang,장수길,H01L 29/786,C4,JP 번역체(v2제외),반도체 장치 및 그 제작 방법
1020200049751,20200424,jang,장수길,H04L 41/00,C3,JP 번역체(v2제외),"정보 처리 장치, 저장 매체, 및 제어 방법"
1020217027466,20200424,jang,장수길,F02D 41/22,C3,JP 번역체(v2제외),인젝터 진단 장치 및 인젝터 진단 방법
1020200049123,20200423,jang,장수길,H01L 21/67,C3,JP 번역체(v2제외),절단 장치 및 절단품의 제조 방법
1020217039940,20200423,jang,장수길,B23C 5/10,C3,JP 번역체(v2제외),워크의 가공 방법 및 워크의 가공 장치
1020200048786,20200422,jang,장수길,C23C 16/458,C3,JP 번역체(v2제외),처리 장치 및 커버 부재
1020200048572,20200422,jang,장수길,G09G 3/32,C2,C 간접·표준형,발광 소자 및 표시 장치
1020217036112,20200422,jang,장수길,B07C 5/36,C3,JP 번역체(v2제외),전자ㆍ전기 기기 부품 스크랩의 처리 방법 및 처리 장치
1020200047827,20200421,jang,장수길,B29C 59/00,C3,JP 번역체(v2제외),"임프린트 몰드, 그 제조 방법, 및 임프린트 방법"
1020217014451,20200421,jang,장수길,B23Q 15/16,C3,JP 번역체(v2제외),워크의 가공 방법 및 워크의 가공기
1020200047812,20200421,jang,장수길,C08F 10/02,C1,JP 번역체(v2제외),에틸렌 중합체 입자 및 성형체
1020217033696,20200421,jang,장수길,B29C 45/14,C4,JP 번역체(v2제외),"전자 기기 하우징, 그의 제조 방법 및 금속 수지 복합체"
1020200047185,20200420,jang,장수길,C08F 297/04,C1,JP 번역체(v2제외),"공액 디엔계 중합체의 제조 방법, 공액 디엔계 중합체 조성물의 제조 방법, 타이어의 제조 방법 및 비닐화제"
1020217042786,20200420,jang,장수길,G03F 1/58,C4,JP 번역체(v2제외),"포토마스크 블랭크, 포토마스크의 제조 방법 및 포토마스크"
1020207033184,20200417,jang,장수길,B32B 7/12,C3,JP 번역체(v2제외),적층체 및 그 제조 방법
1020200046451,20200417,jang,장수길,C02F 1/62,C1,JP 번역체(v2제외),셀레늄의 제거 방법
1020200046570,20200417,jang,장수길,H01L 21/67,C3,JP 번역체(v2제외),기판 처리 장치 및 기판 처리 방법
1020200046448,20200417,jang,장수길,A01K 87/04,C2,A 선행인용형,낚싯줄 통과구 및 낚싯줄 통과구의 제조 방법
1020200046692,20200417,jang,장수길,H01L 29/786,C3,JP 번역체(v2제외),반도체 장치
1020207033185,20200417,jang,장수길,B32B 38/10,C3,JP 번역체(v2제외),적층체의 제조 방법
1020217036704,20200415,jang,장수길,H01L 23/498,C3,JP 번역체(v2제외),"관통 전극 기판, 전자 유닛, 관통 전극 기판의 제조 방법 및 전자 유닛의 제조 방법"
1020200045043,20200414,jang,장수길,H01L 21/677,C3,JP 번역체(v2제외),기판 처리 장치 및 기판 반송 방법
1020200044460,20200413,jang,장수길,A44B 18/00,C2,C 간접·표준형,체결 테이프
1020200044643,20200413,jang,장수길,G11C 5/06,C3,JP 번역체(v2제외),반도체 장치 및 시스템
1020200044546,20200413,jang,장수길,F16J 9/26,C3,JP 번역체(v2제외),"피스톤 링, 왕복동 압축기, 피스톤 링의 선정 방법 및 피스톤 링의 수명 평가 방법"
1020200043903,20200410,jang,장수길,G01N 29/24,C3,JP 번역체(v2제외),프로브의 가동 범위 설정 장치 및 가동 범위 설정 방법
1020200043863,20200410,jang,장수길,H01L 21/687,C3,JP 번역체(v2제외),기판 처리 장치
1020200042245,20200407,jang,장수길,H01L 29/66,C3,JP 번역체(v2제외),반도체 장치 및 반도체 장치의 제작 방법
1020217034480,20200406,jang,장수길,C09J 7/38,C3,JP 번역체(v2제외),점착성 필름 및 전자 장치의 제조 방법
1020200041335,20200406,jang,장수길,H01M 50/409,C3,JP 번역체(v2제외),폴리올레핀 적층 미다공막
1020200041145,20200403,jang,장수길,H01L 29/786,C4,JP 번역체(v2제외),반도체 장치 및 반도체 장치의 제작 방법
1020200040155,20200402,jang,장수길,H01L 21/677,C2,A 선행인용형,반도체 제조 장치 및 반도체 장치의 제조 방법
1020200039834,20200401,jang,장수길,H01L 29/786,C3,JP 번역체(v2제외),반도체 장치 및 그 제작 방법
1020200038212,20200330,jang,장수길,C23C 16/455,C3,JP 번역체(v2제외),처리 장치 및 처리 방법
1020200037945,20200330,jang,장수길,H01L 21/673,C3,JP 번역체(v2제외),"퍼지 노즐 유닛, 적재대, 로드 포트 및 스토커"
1020217034720,20200327,jang,장수길,B03C 1/005,C3,JP 번역체(v2제외),전자·전기 기기 부품 스크랩의 처리 방법
1020217032920,20200327,jang,장수길,B03B 9/00,C3,JP 번역체(v2제외),전자·전기 기기 부품 부스러기의 처리 방법
1020217034149,20200327,jang,장수길,B03C 1/005,C3,JP 번역체(v2제외),전자·전기 기기 부품 스크랩의 처리 방법
1020217013956,20200327,jang,장수길,F16L 23/032,C3,JP 번역체(v2제외),루즈 플랜지 및 관 조인트
1020200037375,20200327,jang,장수길,G03F 1/20,C3,JP 번역체(v2제외),"위상 시프트 마스크 블랭크 및 그 제조 방법, 위상 시프트 마스크 및 그 제조 방법과 표시 장치의 제조 방법"
1020200037397,20200327,jang,장수길,H01L 21/02,C3,JP 번역체(v2제외),성막 방법 및 성막 장치
1020227003519,20200326,jang,장수길,E02F 9/20,C3,JP 번역체(v2제외),건설 기계
1020217028639,20200326,jang,장수길,C08G 65/336,C1,JP 번역체(v2제외),플루오로폴리에테르기 함유 화합물
1020217030433,20200326,jang,장수길,C08G 65/336,C3,JP 번역체(v2제외),플루오로폴리에테르기 함유 화합물
1020217030678,20200326,jang,장수길,C08G 65/336,C3,JP 번역체(v2제외),플루오로폴리에테르기 함유 화합물
1020217030679,20200326,jang,장수길,C08G 65/336,C3,JP 번역체(v2제외),플루오로폴리에테르기 함유 화합물
1020227000181,20200326,jang,장수길,B60K 11/06,C3,JP 번역체(v2제외),전동식 건설 기계
1020217030868,20200325,jang,장수길,B21B 27/00,C4,JP 번역체(v2제외),원심 주조제 압연용 복합 롤 및 그 제조 방법
1020217005534,20200325,jang,장수길,E02F 3/43,C3,JP 번역체(v2제외),작업 기계
1020217032054,20200324,jang,장수길,C09K 11/02,C2,JP 번역체(v2제외),"형광체 분말, 복합체 및 발광 장치"
1020217029562,20200324,jang,장수길,B67B 3/20,C3,JP 번역체(v2제외),캐퍼에 설치되는 그리퍼 장치
1020200035387,20200324,jang,장수길,C22C 9/00,C2,JP 번역체(v2제외),티타늄 구리박 및 티타늄 구리박의 제조 방법
1020217032051,20200324,jang,장수길,C09K 11/08,C2,JP 번역체(v2제외),"형광체 입자, 복합체, 발광 장치 및 형광체 입자의 제조 방법"
1020217032055,20200324,jang,장수길,C09K 11/08,C2,JP 번역체(v2제외),"형광체 분말, 복합체 및 발광 장치"
1020207028418,20200324,jang,장수길,C09J 7/25,C4,JP 번역체(v2제외),"전자 부품용 테이프, 및 전자 부품의 가공 방법"
1020207028466,20200324,jang,장수길,C09J 7/22,C4,JP 번역체(v2제외),"전자 부품용 테이프, 및 전자 부품의 가공 방법"
1020217032052,20200324,jang,장수길,C09K 11/08,C2,JP 번역체(v2제외),"형광체 입자, 복합체, 발광 장치 및 형광체 입자의 제조 방법"
1020217031106,20200324,jang,장수길,B63B 35/44,C3,JP 번역체(v2제외),"부체 구조물, 부체식 풍력 발전 장치 및 부체 구조물의 제조 방법"
1020217037042,20200324,jang,장수길,H04W 8/24,C3,JP 번역체(v2제외),"통신 장치, 통신 장치의 제어 방법 및 컴퓨터 프로그램"
1020200034833,20200323,jang,장수길,C22C 9/06,C2,JP 번역체(v2제외),강도와 압연 평행 방향 및 압연 직각 방향의 굽힘 가공성이 우수한 Cu-Ni-Si계 합금 스트립
1020200034957,20200323,jang,장수길,H01G 4/232,C3,JP 번역체(v2제외),전자 부품
1020200034228,20200320,jang,장수길,H01G 4/232,C3,JP 번역체(v2제외),전자 부품
1020200034239,20200320,jang,장수길,H05K 3/38,C4,JP 번역체(v2제외),"플렉시블 프린트 기판용 동박, 그것을 사용한 동장 적층체, 플렉시블 프린트 기판 및 전자 기기"
1020200034327,20200320,jang,장수길,H01G 4/232,C3,JP 번역체(v2제외),전자 부품
1020217029559,20200319,jang,장수길,C25B 13/08,C2,A 선행인용형,"적층 전해질막, 막전극 복합체 및 수전해식 수소 발생 장치, 그리고 적층 전해질막의 제조 방법"
1020200033928,20200319,jang,장수길,H01L 29/786,C3,JP 번역체(v2제외),반도체 장치 및 그 제작 방법
1020217031473,20200319,jang,장수길,C08L 71/12,C1,A 선행인용형,수지 조성물 및 성형품
1020217029616,20200318,jang,장수길,H02P 29/024,C2,A 선행인용형,"모터 제어 장치 및 이것을 사용한 전동 브레이크 장치, 그리고 모터 제어 방법 및 이 제어 방법을 이용한 전동 브레이크 제어 방법"
1020200033008,20200318,jang,장수길,H01J 37/32,C3,JP 번역체(v2제외),성막 장치 및 성막 방법
1020200033338,20200318,jang,장수길,F16H 7/02,C3,JP 번역체(v2제외),자동 변속기
1020217029619,20200318,jang,장수길,B60T 17/18,C3,JP 번역체(v2제외),브레이크 제어 장치
1020200032428,20200317,jang,장수길,G03B 17/55,C3,JP 번역체(v2제외),광학 유닛
1020200032583,20200317,jang,장수길,G01R 31/28,C3,JP 번역체(v2제외),검사 장치
1020200032544,20200317,jang,장수길,H01L 21/677,C3,JP 번역체(v2제외),"반송 장치, 반송 방법, 리소그래피 장치, 리소그래피 시스템, 및 물품 제조 방법"
1020217037789,20200317,jang,장수길,B21B 13/14,C3,JP 번역체(v2제외),"압연기, 그리고 압연 방법 및 워크롤의 운용 방법"
1020217005362,20200317,jang,장수길,E02F 3/43,C3,JP 번역체(v2제외),작업 기계
1020200031767,20200316,jang,장수길,H01L 21/3205,C3,JP 번역체(v2제외),반도체 장치 및 그 제조 방법
1020200031884,20200316,jang,장수길,H01L 21/67,C3,JP 번역체(v2제외),기판의 에칭 장치 및 에칭 방법
1020200032128,20200316,jang,장수길,H01L 21/67,C3,JP 번역체(v2제외),기판 처리 장치 및 기판 처리 방법
1020200032129,20200316,jang,장수길,H01L 21/67,C3,JP 번역체(v2제외),기판 처리 장치 및 기판 처리 방법
1020217005215,20200316,jang,장수길,B60L 15/20,C2,JP 번역체(v2제외),배터리식 작업 기계
1020200031364,20200313,jang,장수길,H01L 21/67,C3,JP 번역체(v2제외),기판 처리 장치 및 물품 제조 방법
1020200031144,20200313,jang,장수길,H01L 21/67,C3,JP 번역체(v2제외),기판 처리 장치 및 기판 처리 방법
1020207031583,20200313,jang,장수길,H04L 12/417,C3,JP 번역체(v2제외),전송 장치
1020200030651,20200312,jang,장수길,H01J 37/244,C3,JP 번역체(v2제외),"패턴 단면 형상 추정 시스템, 및 프로그램"
1020200030166,20200311,jang,장수길,H01M 50/409,C2,JP 번역체(v2제외),"축전 디바이스용 세퍼레이터, 및 이를 사용한 적층체, 권회체 및 이차 전지"
1020200030206,20200311,jang,장수길,G09G 3/3233,C4,A 선행인용형,표시 장치
1020200030172,20200311,jang,장수길,H01M 2/16,C2,JP 번역체(v2제외),"축전 디바이스용 세퍼레이터 및 그것을 사용한 적층체, 권회체, 리튬 이온 이차 전지 또는 축전 디바이스"
1020217028979,20200310,jang,장수길,G02C 7/02,C3,JP 번역체(v2제외),"렌즈 오더 시스템, 렌즈 오더 방법, 프로그램 및 데이터 구조"
1020200029489,20200310,jang,장수길,H04N 25/40,C3,JP 번역체(v2제외),"화상 처리 장치, 화상 처리 장치의 제어 방법, 및 비일시적인 컴퓨터 판독가능한 저장 매체"
1020200029381,20200310,jang,장수길,G01R 1/067,C2,JP 번역체(v2제외),"프로브 핀, 검사 지그 및 검사 유닛"
1020217028982,20200309,jang,장수길,C09J 201/00,C3,JP 번역체(v2제외),"점착제 조성물, 점착제층 및 점착 시트"
1020200028938,20200309,jang,장수길,G11C 11/24,C3,JP 번역체(v2제외),기억 장치
1020200028798,20200309,jang,장수길,C23C 16/30,C3,JP 번역체(v2제외),성막 방법 및 성막 장치
1020200029081,20200309,jang,장수길,H01L 21/67,C3,JP 번역체(v2제외),반도체 제조 장치 및 반도체 장치의 제조 방법
1020217026310,20200309,jang,장수길,H04N 19/124,C2,C 간접·표준형,포인트 클라우드 압축을 위한 양자화 단차 파라미터
1020200028780,20200309,jang,장수길,B23K 35/26,C2,A 선행인용형,"땜납 합금, 땜납 볼, 땜납 프리폼, 땜납 페이스트 및 납땜 조인트"
1020217029143,20200306,jang,장수길,H01L 29/786,C2,JP 번역체(v2제외),"n형 반도체 소자, n형 반도체 소자의 제조 방법, 무선 통신 장치 및 상품 태그"
1020200028279,20200306,jang,장수길,H01L 29/786,C3,JP 번역체(v2제외),반도체 장치 및 반도체 장치의 제작 방법
1020200028088,20200306,jang,장수길,H01J 37/32,C3,JP 번역체(v2제외),플라스마 처리 장치
1020217029142,20200306,jang,장수길,H01L 29/786,C2,JP 번역체(v2제외),"n형 반도체 소자, n형 반도체 소자의 제조 방법, 무선 통신 장치 및 상품 태그"
1020217007972,20200305,jang,장수길,F24F 11/43,C3,JP 번역체(v2제외),공기 조화기
1020217027490,20200305,jang,장수길,C07F 5/02,C1,JP 번역체(v2제외),"피로메텐 금속 착체, 피로메텐 화합물, 발광 소자 재료, 발광 소자, 표시 장치 및 조명 장치"
1020200027767,20200305,jang,장수길,H01L 21/687,C3,JP 번역체(v2제외),"기판 리프트 기구, 기판 지지기, 및 기판 처리 장치"
1020217007973,20200305,jang,장수길,F24F 11/43,C3,JP 번역체(v2제외),공기 조화기
1020200027946,20200305,jang,장수길,H01L 51/50,C3,JP 번역체(v2제외),"발광 소자, 발광 장치, 전자 기기, 및 조명 장치"
1020217024186,20200305,jang,장수길,G01M 17/007,C3,JP 번역체(v2제외),"관능 평가 시스템, 서스펜션 장치, 서스펜션 제어 시스템"
1020200027535,20200305,jang,장수길,H04B 1/40,C3,JP 번역체(v2제외),"통신 장치, 통신 장치의 제어 방법, 및 컴퓨터 판독가능 저장 매체"
1020207037105,20200304,jang,장수길,C09J 7/22,C4,JP 번역체(v2제외),유리 가공용 테이프
1020207037098,20200304,jang,장수길,C09J 7/22,C4,JP 번역체(v2제외),유리 가공용 테이프
1020217027465,20200304,jang,장수길,H01M 4/62,C1,JP 번역체(v2제외),"전기 화학 디바이스용 결착제, 전극 합제, 전극, 전기 화학 디바이스 및 이차 전지"
1020200027070,20200304,jang,장수길,C23C 16/44,C3,C 간접·표준형,배기 파이프 디바이스
1020207037146,20200304,jang,장수길,C09J 7/22,C4,JP 번역체(v2제외),유리 가공용 테이프
1020207037097,20200304,jang,장수길,C09J 7/22,C4,JP 번역체(v2제외),유리 가공용 테이프
1020217037395,20200303,jang,장수길,C09D 181/06,C1,A 선행인용형,피복 조성물 및 피복 물품
1020200025885,20200302,jang,장수길,H01L 21/67,C3,JP 번역체(v2제외),기판 처리 장치 및 기판 처리 방법
1020200025934,20200302,jang,장수길,H01L 27/146,C2,C 간접·표준형,"반도체 장치, 제조 방법 및 전자 장치"
1020217032723,20200228,jang,장수길,B05C 11/08,C3,JP 번역체(v2제외),웨이퍼 컵
1020200025064,20200228,jang,장수길,G03F 7/00,C2,A 선행인용형,"임프린트 장치의 조정 방법, 임프린팅 방법 및 물품 제조 방법"
1020200024922,20200228,jang,장수길,H01L 51/00,C3,JP 번역체(v2제외),"발광 소자, 발광 장치, 전자 기기, 및 조명 장치"
1020200024773,20200228,jang,장수길,B41J 3/407,C3,JP 번역체(v2제외),정제 인쇄 장치 및 정제 인쇄 장치의 방열 방법
1020200025557,20200228,jang,장수길,H01L 21/02,C1,JP 번역체(v2제외),반도체 장치
1020217030238,20200227,jang,장수길,H01Q 17/00,C4,JP 번역체(v2제외),"5G 통신용 안테나 어레이, 안테나 구조, 노이즈 억제 열전도 시트 및 열전도 시트"
1020200024055,20200227,jang,장수길,G06F 21/57,C3,JP 번역체(v2제외),기동 시에 소프트웨어 탬퍼링 검출 처리를 생략하는 것이 가능한 전자 장치
1020200023454,20200226,jang,장수길,H01L 21/683,C4,A 선행인용형,반도체 웨이퍼의 마운트 방법 및 반도체 웨이퍼의 마운트 장치
1020200023729,20200226,jang,장수길,C07F 7/08,C1,A 선행인용형,"신규 유기 규소 화합물, 그의 제조 방법 및 밀착 향상제"
1020200023361,20200226,jang,장수길,H01L 21/67,C3,JP 번역체(v2제외),반도체 제조 장치 및 반도체 장치의 제조 방법
1020200023603,20200226,jang,장수길,G06F 16/21,C3,JP 번역체(v2제외),"데이터의 이용·활용을 위한 데이터 준비를 지원하는 시스템, 및 그 방법"
1020200023471,20200226,jang,장수길,H04N 21/2385,C2,C 간접·표준형,"송신 디바이스, 통신 시스템, 송신 방법, 및 비일시적 컴퓨터 판독가능 기록 매체"
1020200023728,20200226,jang,장수길,C07F 7/08,C1,A 선행인용형,"신규 유기 규소 화합물, 그의 제조 방법 및 밀착 향상제"
1020200023442,20200226,jang,장수길,C09J 133/04,C2,A 선행인용형,"유기 EL 표시 장치용 점착제 조성물, 유기 EL 표시 장치용 점착제층, 유기 EL 표시 장치용 점착제층을 구비한 편광 필름, 및 유기 EL 표시 장치"
1020200022706,20200225,jang,장수길,C09K 13/10,C3,JP 번역체(v2제외),"에칭액, 첨가제 및 에칭 방법"
1020200022856,20200225,jang,장수길,G01R 3/00,C3,JP 번역체(v2제외),검사 장치에서의 클리닝 방법 및 검사 장치
1020200022870,20200225,jang,장수길,H01M 50/10,C4,JP 번역체(v2제외),전지용 외장재 및 전지
1020217027623,20200225,jang,장수길,G06N 3/08,C2,C 간접·표준형,이중 액터 크리틱 알고리즘을 통한 강화 학습
1020200022672,20200225,jang,장수길,D01D 5/00,C3,JP 번역체(v2제외),"헤드 유닛, 전계 방사 헤드, 및 전계 방사 장치"
1020200023241,20200225,jang,장수길,H01L 51/50,C3,JP 번역체(v2제외),"발광 소자, 발광 장치 및 전자 기기"
1020200022317,20200224,jang,장수길,H01J 37/32,C3,JP 번역체(v2제외),고주파 안테나 및 플라스마 처리 장치
1020217031879,20200221,jang,장수길,C09J 7/38,C2,A 선행인용형,"점착 시트 및 그 제조 방법, 그리고 화상 표시 장치"
1020217027298,20200221,jang,장수길,G05D 3/12,C3,JP 번역체(v2제외),제어 장치 및 위치 정렬 장치
1020217030871,20200221,jang,장수길,H02B 1/32,C3,JP 번역체(v2제외),온도 이상 검출 장치
1020217029592,20200221,jang,장수길,B05D 7/24,C1,C 간접·표준형,도료 조성물 및 도장 물품
1020200020906,20200220,jang,장수길,H01L 23/29,C3,JP 번역체(v2제외),캐리어 및 반도체 장치의 제조 방법
1020217026485,20200219,jang,장수길,H01R 9/26,C3,JP 번역체(v2제외),단자대
1020200020470,20200219,jang,장수길,B29C 45/76,C3,JP 번역체(v2제외),"사출성형기, 및 사출성형기의 조작화면"
1020200019586,20200218,jang,장수길,H04N 23/60,C3,JP 번역체(v2제외),"촬상 장치, 촬상 장치의 제어 방법, 프로그램 및 저장 매체"
1020217022509,20200217,jang,장수길,B62D 55/30,C3,JP 번역체(v2제외),건설 기계
1020217024651,20200214,jang,장수길,B60G 3/28,C3,JP 번역체(v2제외),실린더 장치
1020217024166,20200214,jang,장수길,E02F 9/20,C3,JP 번역체(v2제외),작업 기계
1020217029943,20200214,jang,장수길,H01L 21/687,C3,JP 번역체(v2제외),"기판 처리 장치, 기판 처리 시스템 및 적재대를 위치 정렬하는 방법"
1020200017384,20200213,jang,장수길,F04B 39/04,C3,JP 번역체(v2제외),압축기 유닛 및 압축기 유닛의 정지 방법
1020217020015,20200213,jang,장수길,C01G 23/053,C4,JP 번역체(v2제외),산화티타늄의 제조 방법
1020200016779,20200212,jang,장수길,G03F 7/20,C3,JP 번역체(v2제외),"정보 처리 장치, 저장 매체, 리소그래피 장치, 제품의 제조 방법, 및 제품의 제조 시스템"
1020200016087,20200211,jang,장수길,G01M 13/003,C3,JP 번역체(v2제외),"유압 서보 밸브의 상태 진단 방법, 유압 서보 밸브 시스템 및 유압 서보 밸브의 상태 진단 장치"
1020200016312,20200211,jang,장수길,H01M 4/1395,C4,JP 번역체(v2제외),음극의 제작 방법 및 리튬 2차 전지의 제작 방법
1020217005528,20200210,jang,장수길,F02M 35/09,C3,JP 번역체(v2제외),건설 기계의 에어 필터 열화 판정 장치
1020200015345,20200210,jang,장수길,H01M 50/409,C3,JP 번역체(v2제외),축전 디바이스용 미다공막
1020217029352,20200210,jang,장수길,C01B 32/28,C4,A 선행인용형,"표면 수식 나노 다이아몬드, 나노 다이아몬드 분산 조성물, 및 표면 수식 나노 다이아몬드의 제조 방법"
1020217024633,20200207,jang,장수길,B26D 1/00,C4,JP 번역체(v2제외),날 및 날의 제조 방법
1020217027038,20200205,jang,장수길,C08J 5/18,C2,JP 번역체(v2제외),"2축 배향 폴리에스테르 필름, 및 2축 배향 폴리에스테르 필름의 제조 방법"
1020200013572,20200205,jang,장수길,H01J 37/317,C3,JP 번역체(v2제외),하전 입자 빔 묘화 장치 및 하전 입자 빔 묘화 방법
1020217005190,20200204,jang,장수길,E02F 9/26,C3,JP 번역체(v2제외),작업 기계
1020200012914,20200204,jang,장수길,H01G 4/33,C3,JP 번역체(v2제외),콘덴서 및 콘덴서 모듈
1020200013025,20200204,jang,장수길,H01G 4/232,C2,C 간접·표준형,전자 부품
1020207037091,20200204,jang,장수길,H05B 3/02,C3,JP 번역체(v2제외),세라믹 히터 및 그 제법
1020217005192,20200204,jang,장수길,E02F 9/26,C3,JP 번역체(v2제외),작업 기계
1020200012563,20200203,jang,장수길,H01L 21/768,C3,JP 번역체(v2제외),기판 처리 방법 및 성막 시스템
1020200011834,20200131,jang,장수길,H01L 21/285,C3,JP 번역체(v2제외),기판 처리 방법 및 기판 처리 장치
1020200011734,20200131,jang,장수길,H04N 1/00,C3,JP 번역체(v2제외),"정보 처리 장치, 정보 처리 장치를 제어하는 방법 및 저장 매체"
1020200010956,20200130,jang,장수길,H01L 21/68,C3,JP 번역체(v2제외),반도체 제조 장치 및 스테이지의 회전 제어 방법
1020200010827,20200130,jang,장수길,H01L 21/67,C3,JP 번역체(v2제외),실장 장치 및 반도체 장치의 제조 방법
1020217027463,20200130,jang,장수길,H01P 3/16,C2,A 선행인용형,배선판
1020217005363,20200129,jang,장수길,E02F 9/26,C3,JP 번역체(v2제외),교정 작업 지원 시스템
1020217023993,20200129,jang,장수길,B29C 45/14,C2,JP 번역체(v2제외),"알루미늄계 금속 수지 복합 구조체, 알루미늄계 금속 부재, 알루미늄계 금속 부재의 제조 방법 및 알루미늄계 금속 수지 복합 구조체의 제조 방법"
1020200010320,20200129,jang,장수길,G09G 3/36,C3,JP 번역체(v2제외),반도체 장치
1020200010417,20200129,jang,장수길,C23C 16/46,C3,JP 번역체(v2제외),기판 처리 장치의 제어 방법 및 기판 처리 장치
1020217004901,20200129,jang,장수길,E02F 9/08,C3,JP 번역체(v2제외),전동식 건설 기계
