요약,이슈 키,이슈 ID,이슈 유형,상태,프로젝트 키,프로젝트 이름,프로젝트 유형,프로젝트 리더,프로젝트 리더 ID,프로젝트 설명,우선 순위,해결,담당자,담당자 ID,보고자,보고자 ID,작성자,작성자 ID,만듦,업데이트,최근에 봄,해결됨,컴포넌트,컴포넌트,기한,투표,레이블,레이블,레이블,레이블,레이블,레이블,레이블,레이블,레이블,레이블,레이블,설명,환경,지켜보는 사람,지켜보는 사람,지켜보는 사람,지켜보는 사람,관찰자 ID,관찰자 ID,관찰자 ID,관찰자 ID,로그 작업,로그 작업,최초 추정치,남은 추정치,사용한 시간,작업율,초기 추정의 합,Σ 남은 추정치,할애한 시간의 합,보안 등급,내부 이슈 링크(Blocks),내부 이슈 링크(Blocks),나가는 방향 이슈 연결 (Blocks),나가는 방향 이슈 연결 (Blocks),내부 이슈 링크(Problem/Incident),나가는 방향 이슈 연결 (Problem/Incident),내부 이슈 링크(Relates),내부 이슈 링크(Relates),내부 이슈 링크(Relates),내부 이슈 링크(Relates),내부 이슈 링크(Relates),나가는 방향 이슈 연결 (Relates),첨부 파일,첨부 파일,첨부 파일,첨부 파일,사용자정의 필드 (Issue color),사용자정의 필드 (Rank),스프린트,스프린트,스프린트,사용자정의 필드 (Start date),사용자정의 필드 (Story point estimate),Team Id,Team Name,사용자정의 필드 (Vulnerability),사용자정의 필드 (Vulnerability),사용자정의 필드 (development),댓글,댓글,댓글,댓글,댓글,댓글,댓글,댓글,상위 항목,상위 키,Parent summary,상태 범주,상태 범주 변경됨
"[BE] PatSolEnv, PatSolDev EB 환경 → ECS Fargate 마이그레이션 이관",PS-398,11710,작업,진행 중,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,09/3월/26 1:11 오후,10/3월/26 10:52 오전,,,,,,0,,,,,,,,,,,,"PatSolEnv(prod), PatSolDev(dev) 두 Elastic Beanstalk 환경을 ECS Fargate로 이전.

Dockerfile/gunicorn 이미 세팅완료상태, ECR 레포(patsol)와 ecsTaskExecutionRole(Secrets Manager 권한 포함)도 이미 세팅완료.


*현재 인프라* *(재사용할 것들)*

* VPC: vpc-0ed06b2d0c5549b08
* Public Subnets (ALB용): subnet-0e35979a00a7a803b(2a), subnet-0e5a6a8b9bc71dc97(2b), subnet-0abd2dd207a9d30a0(2c), subnet-054a6d183cc392ac6(2d)
* Private Subnets (ECS용): subnet-017918ea1aae110ff(2c), subnet-07393eb0429bfb253(2d)
* ECR: [021891574498.dkr.ecr.ap-northeast-2.amazonaws.com/patsol|http://021891574498.dkr.ecr.ap-northeast-2.amazonaws.com/patsol] (기존 레포 재사용)
* ACM: arn:aws:acm:ap-northeast-2:021891574498:certificate/5b11485b-99be-4bbf-bf3a-c25c91a265ee ([http://patsol.kr|http://patsol.kr|smart-link]  + *.patsol.kr)
* IAM: ecsTaskExecutionRole (AmazonECSTaskExecutionRolePolicy + AWSSecretsManagerClientReadOnlyAccess)
* RDS SG: sg-0d793ee3540d4709e (PatSolRDSSecurity)



*변경사항*

*1:* *Secrets* *Manager*

* patsol/prod 신규 생성: EB PatSolEnv 환경변수에서 PYTHONPATH 제외하고 JSON으로 저장
* patsol/dev 신규 생성: EB PatSolDev 환경변수에서 PYTHONPATH 제외하고 JSON으로 저
* 기존 patsol/dev/env는 유지



*2:* *Security* *Groups* *생성*

* patsol-prod-alb-sg: inbound 80/443 from 0.0.0.0/0, outbound all
* patsol-dev-alb-sg: inbound 80/443 from 0.0.0.0/0, outbound all
* patsol-prod-ecs-sg: inbound 8000 from patsol-prod-alb-sg only, outbound all
* patsol-dev-ecs-sg: inbound 8000 from patsol-dev-alb-sg only, outbound all
* PatSolRDSSecurity(sg-0d793ee3540d4709e)에 patsol-prod-ecs-sg, patsol-dev-ecs-sg → 5432 허용 추가



*3:* *ECS* *Clusters* *생성* *(Fargate)*

* patsol-prod-cluster
* patsol-dev-cluster



*4:* *ALBs* *+* *Target* *Groups* *+* *Listeners* *생성*

*patsol-prod-alb* (internet-facing, public subnets 4개):

* Target Group patsol-prod-tg: protocol HTTP, port 8000, health check GET /health/
* Listener 80: redirect → 443
* Listener 443: forward → patsol-prod-tg, SSL cert ([http://patsol.kr|http://patsol.kr|smart-link] )

*patsol-dev-alb* (internet-facing, public subnets 4개):

* Target Group patsol-dev-tg: protocol HTTP, port 8000, health check GET /health/
* Listener 80: redirect → 443
* Listener 443: forward → patsol-dev-tg, SSL cert (*.patsol.kr)



*5:* *Task* *Definitions* *등록*

*patsol-prod-web*:

* Launch type: FARGATE
* CPU: 2048 (2 vCPU), Memory: 8192 (8GB) — t3.large 대응
* Image: [021891574498.dkr.ecr.ap-northeast-2.amazonaws.com/patsol:prod|http://021891574498.dkr.ecr.ap-northeast-2.amazonaws.com/patsol:prod]
* Port: 8000
* Secrets: patsol/prod → 각 키를 환경변수로 주입 (secretsFrom)
* Command: [""uv"", ""run"", ""--frozen"", ""gunicorn"", ""--bind"", ""0.0.0.0:8000"", ""--workers"", ""4"", ""patsol.wsgi:application""]
* executionRoleArn: ecsTaskExecutionRole

*patsol-dev-web*:

* Launch type: FARGATE
* CPU: 1024 (1 vCPU), Memory: 4096 (4GB) — t3.medium 대응
* Image: [021891574498.dkr.ecr.ap-northeast-2.amazonaws.com/patsol:dev|http://021891574498.dkr.ecr.ap-northeast-2.amazonaws.com/patsol:dev]
* Port: 8000
* Secrets: patsol/dev → 각 키를 환경변수로 주입
* Command: [""uv"", ""run"", ""--frozen"", ""gunicorn"", ""--bind"", ""0.0.0.0:8000"", ""--workers"", ""2"", ""patsol.wsgi:application""]
* executionRoleArn: ecsTaskExecutionRole



*6:* *ECS* *Services* *생성*

* patsol-prod-web in patsol-prod-cluster: Fargate, 1 task, private subnets(2c/2d), patsol-prod-ecs-sg, ALB patsol-prod-tg 연결
* patsol-dev-web in patsol-dev-cluster: Fargate, 1 task, private subnets(2c/2d), patsol-dev-ecs-sg, ALB patsol-dev-tg 연결



*7:* *GitHub* *Actions* *워크플로우* *업데이트*

*.github/workflows/main.yml* (main → prod):

* EB deploy 제거
* Docker 빌드 → ECR push :prod → aws ecs update-service로 patsol-prod-cluster/patsol-prod-web 업데이트
* 기존 github-actions-ecr-and-ecs-role IAM Role 사용

*.github/workflows/develop.yml* (develop → dev):

* EB deploy 제거
* Docker 빌드 → ECR push :dev → aws ecs update-service로 patsol-dev-cluster/patsol-dev-web 업데이트



*8:* *검증* *(서비스* *정상* *확인)*

* ECS 서비스 running count 확인
* ALB DNS로 헬스체크 응답 확인

* Route53에서 prod: [http://patsol.kr|http://patsol.kr|smart-link]  → patsol-prod-alb DNS, dev: [http://dev.patsol.kr|http://dev.patsol.kr|smart-link]  → patsol-dev-alb DNS 업데이트
* 기존 EB 환경 제거(모든 동작 정상작동 확인 후 진행)



*수정* *파일*

* .github/workflows/main.yml
* .github/workflows/develop.yml



*신규생성* *AWS* *리소스*

* Secrets: patsol/prod, patsol/dev
* Security Groups: patsol-prod-alb-sg, patsol-dev-alb-sg, patsol-prod-ecs-sg, patsol-dev-ecs-sg
* ECS Clusters: patsol-prod-cluster, patsol-dev-cluster

* ALBs: patsol-prod-alb, patsol-dev-alb
* Target Groups: patsol-prod-tg, patsol-dev-tg

* Task Definitions: patsol-prod-web, patsol-dev-web

* ECS Services: patsol-prod-web, patsol-dev-web",,김순복,,,,712020:f76e9261-e441-4ebd-a685-6827d188fa92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00257:,PS 3월,,,,,,,,,"{repository={count=2, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":2,""lastUpdated"":""2026-03-10T13:38:51.000+0900"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":2,""name"":""GitHub""}}}}},""isStale"":true}}",,,,,,,,,,,,진행 중,09/3월/26 1:11 오후
[지원사업] 글로벌협업프로그램,PS-393,11703,작업,완료,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,09/3월/26 10:52 오전,11/3월/26 6:52 오후,,11/3월/26 6:52 오후,,,,0,,,,,,,,,,,,,,한상호,,,,712020:a2e71738-75bf-4775-9342-4674ecd68217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001ci:m,PS 3월,,,,,,,,,{},,,,,,,,,,,,완료,11/3월/26 6:52 오후
"[fix] 청구항 종류별 자동 작성 기능 요청
",PS-392,11670,버그,드롭,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,,,이금희,712020:926834d8-437a-4088-ae68-0f4bfedf8906,이금희,712020:926834d8-437a-4088-ae68-0f4bfedf8906,06/3월/26 7:48 오후,06/3월/26 8:05 오후,,06/3월/26 8:05 오후,,,,0,,,,,,,,,,,,"## 배경 (Why)

Slack VOC 수집기를 통해 접수된 버그입니다.

**접수 정보**
- 고객명: test(test)
- 보고자: 이금희
- 접수 시각: 2026-03-06T10:48:11.295Z

**고객 문의 내용**
청구항 작성시, 장치 발명, 방법 발명, 프로그램 발명, 기타 등등의 발명 ""청구항 작성시 장치발명, 시스템 발명, 방법발명, 컴퓨터 프로그램 발명을 구분하여 작성해주는 것이 있었으면 좋겠네요. 팟솔이 만들어주면 내가 직접 만들어야 해서 불편하기도 하고 추가해달라고 할 수 없어서, 그런 기능이 있으면 좋겠다는 생각이 드넹""

## 작업 내용 (What)
- (담당자가 작성)

## 완료 조건 (Acceptance Criteria)
- [ ] 고객이 보고한 버그 재현 확인
- [ ] 버그 수정 완료
- [ ] 재발 방지 조치 확인",,이금희,,,,712020:926834d8-437a-4088-ae68-0f4bfedf8906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0023v:,,,,,,,,,,{},,,,,,,,,,,,완료,06/3월/26 8:05 오후
"[fix] 청구항 작성 시 발명 종류별 구분 기능 요청
",PS-391,11669,버그,드롭,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,,,이금희,712020:926834d8-437a-4088-ae68-0f4bfedf8906,이금희,712020:926834d8-437a-4088-ae68-0f4bfedf8906,06/3월/26 7:45 오후,06/3월/26 8:05 오후,,06/3월/26 8:05 오후,,,,0,,,,,,,,,,,,"## 배경 (Why)

Slack VOC 수집기를 통해 접수된 버그입니다.

**접수 정보**
- 고객명: test(Test)
- 보고자: 이금희
- 접수 시각: 2026-03-06T10:45:54.331Z

**고객 문의 내용**
청구항 작성시, 장치 발명, 방법 발명, 프로그램 발명, 기타 등등의 발명
""청구항 작성시 장치발명, 시스템 발명, 방법발명, 컴퓨터 프로그램 발명을 구분하여 작성해주는 것이 있었으면 좋겠네요. 팟솔이 만들어주면 내가 직접 만들어야 해서 불편하기도 하고 추가해달라고 할 수 없어서, 그런 기능이 있으면 좋겠다는 생각이 드넹""

## 작업 내용 (What)
- (담당자가 작성)

## 완료 조건 (Acceptance Criteria)
- [ ] 고객이 보고한 버그 재현 확인
- [ ] 버그 수정 완료
- [ ] 재발 방지 조치 확인",,이금희,,,,712020:926834d8-437a-4088-ae68-0f4bfedf8906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0023n:,,,,,,,,,,{},,,,,,,,,,,,완료,06/3월/26 8:05 오후
"[fix] 청구항 작성 시 발명 유형별 구분 기능 요청
",PS-390,11668,버그,드롭,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,,,이금희,712020:926834d8-437a-4088-ae68-0f4bfedf8906,이금희,712020:926834d8-437a-4088-ae68-0f4bfedf8906,06/3월/26 7:39 오후,06/3월/26 8:05 오후,,06/3월/26 8:05 오후,,,,0,,,,,,,,,,,,"## 배경 (Why)

Slack VOC 수집기를 통해 접수된 버그입니다.

**접수 정보**
- 고객명: test(test)
- 보고자: 이금희
- 접수 시각: 2026-03-06T10:39:42.389Z

**고객 문의 내용**
청구항 작성시, 장치 발명, 방법 발명, 프로그램 발명, 기타 등등의 발명
""청구항 작성시 장치발명, 시스템 발명, 방법발명, 컴퓨터 프로그램 발명을 구분하여 작성해주는 것이 있었으면 좋겠네요. 팟솔이 만들어주면 내가 직접 만들어야 해서 불편하기도 하고 추가해달라고 할 수 없어서, 그런 기능이 있으면 좋겠다는 생각이 드넹""

## 작업 내용 (What)
- (담당자가 작성)

## 완료 조건 (Acceptance Criteria)
- [ ] 고객이 보고한 버그 재현 확인
- [ ] 버그 수정 완료
- [ ] 재발 방지 조치 확인",,이금희,,,,712020:926834d8-437a-4088-ae68-0f4bfedf8906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0023f:,,,,,,,,,,{},,,,,,,,,,,,완료,06/3월/26 8:05 오후
"[fix] 청구항 종류별 자동 작성 기능 요청
",PS-389,11667,버그,드롭,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,,,이금희,712020:926834d8-437a-4088-ae68-0f4bfedf8906,이금희,712020:926834d8-437a-4088-ae68-0f4bfedf8906,06/3월/26 7:34 오후,06/3월/26 8:05 오후,,06/3월/26 8:05 오후,,,,0,,,,,,,,,,,,"## 배경 (Why)

Slack VOC 수집기를 통해 접수된 버그입니다.

**접수 정보**
- 고객명: test(test)
- 보고자: 이금희
- 접수 시각: 2026-03-06T10:34:52.693Z

**고객 문의 내용**
청구항 작성시, 장치 발명, 방법 발명, 프로그램 발명, 기타 등등의 발명 ""청구항 작성시 장치발명, 시스템 발명, 방법발명, 컴퓨터 프로그램 발명을 구분하여 작성해주는 것이 있었으면 좋겠네요. 팟솔이 만들어주면 내가 직접 만들어야 해서 불편하기도 하고 추가해달라고 할 수 없어서, 그런 기능이 있으면 좋겠다는 생각이 드넹""

## 작업 내용 (What)
- (담당자가 작성)

## 완료 조건 (Acceptance Criteria)
- [ ] 고객이 보고한 버그 재현 확인
- [ ] 버그 수정 완료
- [ ] 재발 방지 조치 확인",,이금희,,,,712020:926834d8-437a-4088-ae68-0f4bfedf8906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00237:,,,,,,,,,,{},,,,,,,,,,,,완료,06/3월/26 8:05 오후
"[fix] 청구항 작성 시 발명 종류별 구분 기능 요청
",PS-388,11666,버그,드롭,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,,,이금희,712020:926834d8-437a-4088-ae68-0f4bfedf8906,이금희,712020:926834d8-437a-4088-ae68-0f4bfedf8906,06/3월/26 7:29 오후,06/3월/26 8:05 오후,,06/3월/26 8:05 오후,,,,0,,,,,,,,,,,,"## 배경 (Why)

Slack VOC 수집기를 통해 접수된 버그입니다.

**접수 정보**
- 고객명: test(test)
- 보고자: 이금희
- 접수 시각: 2026-03-06T10:29:51.738Z

**고객 문의 내용**
청구항 작성시, 장치 발명, 방법 발명, 프로그램 발명, 기타 등등의 발명
""청구항 작성시 장치발명, 시스템 발명, 방법발명, 컴퓨터 프로그램 발명을 구분하여 작성해주는 것이 있었으면 좋겠네요. 팟솔이 만들어주면 내가 직접 만들어야 해서 불편하기도 하고 추가해달라고 할 수 없어서, 그런 기능이 있으면 좋겠다는 생각이 드넹""

## 작업 내용 (What)
- (담당자가 작성)

## 완료 조건 (Acceptance Criteria)
- [ ] 고객이 보고한 버그 재현 확인
- [ ] 버그 수정 완료
- [ ] 재발 방지 조치 확인",,이금희,,,,712020:926834d8-437a-4088-ae68-0f4bfedf8906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0022z:,,,,,,,,,,{},,,,,,,,,,,,완료,06/3월/26 8:05 오후
"[fix] 리프레시 토큰 유지 기간 연장 요청
",PS-387,11665,버그,드롭,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,,,이금희,712020:926834d8-437a-4088-ae68-0f4bfedf8906,이금희,712020:926834d8-437a-4088-ae68-0f4bfedf8906,06/3월/26 6:51 오후,06/3월/26 8:05 오후,,06/3월/26 8:05 오후,,,,0,,,,,,,,,,,,"## 배경 (Why)

Slack VOC 수집기를 통해 접수된 버그입니다.

**접수 정보**
- 고객명: test(test)
- 보고자: 이금희
- 접수 시각: 2026-03-06T09:51:54.137Z

**고객 문의 내용**
로그인 상태 유지 기간 짧음.
리프레시 토큰을 최소 하루 단위로 설정 필요.

## 작업 내용 (What)
- (담당자가 작성)

## 완료 조건 (Acceptance Criteria)
- [ ] 고객이 보고한 버그 재현 확인
- [ ] 버그 수정 완료
- [ ] 재발 방지 조치 확인",,이금희,,,,712020:926834d8-437a-4088-ae68-0f4bfedf8906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0022r:,,,,,,,,,,{},,,,,,,,,,,,완료,06/3월/26 8:05 오후
"[fix] 리프레시 토큰 유지 기간 연장 요청
",PS-386,11664,버그,드롭,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,,,이금희,712020:926834d8-437a-4088-ae68-0f4bfedf8906,이금희,712020:926834d8-437a-4088-ae68-0f4bfedf8906,06/3월/26 6:51 오후,06/3월/26 8:05 오후,,06/3월/26 8:05 오후,,,,0,,,,,,,,,,,,"## 배경 (Why)

Slack VOC 수집기를 통해 접수된 버그입니다.

**접수 정보**
- 고객명: test(test)
- 보고자: 이금희
- 접수 시각: 2026-03-06T09:51:08.840Z

**고객 문의 내용**
로그인 상태 유지 기간 짧음.
리프레시 토큰을 최소 하루 단위로 설정 필요.

## 작업 내용 (What)
- (담당자가 작성)

## 완료 조건 (Acceptance Criteria)
- [ ] 고객이 보고한 버그 재현 확인
- [ ] 버그 수정 완료
- [ ] 재발 방지 조치 확인",,이금희,,,,712020:926834d8-437a-4088-ae68-0f4bfedf8906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0022j:,,,,,,,,,,{},,,,,,,,,,,,완료,06/3월/26 8:05 오후
[지원사업] IP나래 프로그램,PS-384,11658,작업,완료,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,완료,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,한상호,712020:a2e71738-75bf-4775-9342-4674ecd68217,06/3월/26 4:06 오후,09/3월/26 10:51 오전,,09/3월/26 10:51 오전,,,11/3월/26 12:00 오전,0,,,,,,,,,,,,"| |
|!https://mail.google.com/mail/u/0?ui=2&ik=e1e18c6434&attid=0.0.1&permmsgid=msg-f:1857984074598914437&th=19c8e2abfccd1985&view=fimg&fur=ip&permmsgid=msg-f:1857984074598914437&sz=s0-l75-ft&attbid=ANGjdJ9KNFuTeQaE0llO_eqkQcmn2b0Fs81_2Qnof_Pt_Sm2afQlD14Bcwl30zrVIZrHPhjpGWQllVe6b0EawIqVzXPtSio06x6kaQzRh5yu1ev6cLNxpvWdJdfJbyg&disp=emb&zw|width=250,alt=""download.aspx?DownType=temp&file=IMG_143347.png""!|
|*2026년 <IP 나래 프로그램> 상반기 (1차) 지원사업 모집(~3/11)*
\\
\\
□ *(목적)* 창업기업에게 보유기술의 독점적 권리 도출을 지원하고 지식재산기반 경영을 위한 컨설팅 제공
\\
□ *(가점)* +한국특허정보원의 지식재산 데이터 활용 창업 경진대회 수상자+는 선정 절차 중 +*2점 가점*+을 부여
\\
\\
□ *(지원대상)* 창업 후 7년 이내 또는 신산업분야 창업 10년 이내 중소기업
\\
□ *(접수기간)* *2026. 2. 4.(수) ~ 3. 11.(수) 18:00까지* 
\\
□ *(신청방법)* 지역지식재산센터 사업관리시스템([https://pms.ripc.org/main.do|https://pms.ripc.org/main.do|smart-link] )에서 
본사 소재지 기준 관할 지역별 신청
\\
 *- 공고 자세히 보기 :* [https://pms.ripc.org/pms/biz/applicant/notice/list.do|https://pms.ripc.org/pms/biz/applicant/notice/list.do|smart-link] 
  -> 지원사업 검색화면에서 ""IP 나래"", 지역 검색  
\\
□  (지원내용) 100일 내외의 기간동안 전문가 밀착 맞춤형 IP기술경영 융복합 컨설팅 지원
!https://mail.google.com/mail/u/0?ui=2&ik=e1e18c6434&attid=0.0.2&permmsgid=msg-f:1857984074598914437&th=19c8e2abfccd1985&view=fimg&fur=ip&permmsgid=msg-f:1857984074598914437&sz=s0-l75-ft&attbid=ANGjdJ-24_gvNdzslkQThEsD68zp22GeJ16w1K4OgzHZDtbaMbjIVqp60Zkr2K5dXrrbr7P2HznWDFxOfyPTElDqBkT71G1ppidsYLWPY8BwKu1A5cvIcOyCAJ2vyAk&disp=emb&zw|width=250,alt=""download.aspx?DownType=temp&file=IMG_142629.png""!
\\
□ *(문의처)* 지역지식재산센터 대표번호 : 1661-1900 (관할 지역 문의는 개별 공고문 참고)|",,한상호,,,,712020:a2e71738-75bf-4775-9342-4674ecd68217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i001ch:,PS 3월,,,,,,,,,{},,,,,,,,,,,,완료,09/3월/26 10:51 오전
로그의 경우 구독이 갱신될때 이전 회차의 로그를 집계해서 따로 history로 남기고 해당 유저의 회차 로그 데이터를 제거,PS-382,11655,작업,해야 할 일,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,Medium,,민건호,712020:3f8025d6-1c58-4428-b058-9a691161c34b,민건호,712020:3f8025d6-1c58-4428-b058-9a691161c34b,민건호,712020:3f8025d6-1c58-4428-b058-9a691161c34b,06/3월/26 2:58 오후,06/3월/26 2:58 오후,,,,,,0,,,,,,,,,,,,,,민건호,,,,712020:3f8025d6-1c58-4428-b058-9a691161c34b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i0021v:,PS 3월,,,,,,,,,{},,,,,,,,,,,,해야 할 일,06/3월/26 2:58 오후
[fix] 명세서 편집 - 최초 생성 시 checkIsDirty 오감지(¶ 문자) 수정,PS-381,11654,버그,배포완료,PS,patsol,software,김순복,712020:f76e9261-e441-4ebd-a685-6827d188fa92,Your first project,High,,이윤주,712020:4d3e5a02-e6bf-43c3-8a13-64a850b5f709,이윤주,712020:4d3e5a02-e6bf-43c3-8a13-64a850b5f709,이윤주,712020:4d3e5a02-e6bf-43c3-8a13-64a850b5f709,06/3월/26 1:57 오후,09/3월/26 7:01 오후,,,,,,0,frontend,patsol-core,urgent,,,,,,,,,"h2. 배경 (Why)


* 명세서 최초 생성 직후 및 명세서 히스토리에서 조회 직후, 사용자가 내용을 전혀 수정하지 않았음에도 {{checkIsDirty()}}가 {{true}}를 반환하는 현상 발생.
!image-20260306-051043.png|width=667,alt=""image-20260306-051043.png""!
* 이로 인해 {{useBlocker}}가 활성화되어 페이지 이동 시 불필요한 이탈 방지 경고가 나타남.
* 원인: 서버에서 생성된 {{doc.claims}} 끝에 자동 삽입되는 구분자({{¶}})와 클라이언트의 {{updateClaims}} 간의 문자열 불일치.
!b8056c86-2674-42c7-be03-b7934caba234.png|width=643,alt=""b8056c86-2674-42c7-be03-b7934caba234.png""!



h2. 작업 내용 (What)

* {{DocumentEdit.tsx}} 내 {{collectChanges}} 함수 로직 수정.
* {{checkIsDirty()}}의 판단 근거가 되는 청구항 데이터 정규화.
* 비교 대상 문자열 양쪽에서 끝에 붙은 {{¶}} 문자를 제거한 후 비교하도록 개선.

h2. 기술적 접근 (How)

* 정규식 {{/¶+$/}}를 활용하여 문자열 끝의 구분자({{¶}})를 일관되게 제거.
* {{parseClaims}} 유틸리티를 거친 정형화된 배열을 문자열로 재조합하여 비교하는 방식 검토.
* 수정 시 브랜치 전략: {{h-PS-XXX/fix-check-is-dirty-parsing}} (Hotfix)

h2. 완료 조건 (Acceptance Criteria)

* 명세서 생성 직후 아무 수정 없이 페이지 이동 시 {{checkIsDirty()}}가 {{false}}여야 함.
* 실제 텍스트 수정 발생 시에는 즉시 {{true}}로 변경되어야 함.
* 청구항 끝에 {{¶}} 문자가 포함된 데이터를 서버에서 받아와도 오감지가 발생하지 않음 확인.

h2. OKR 연결 근거

* 연결된 KR: [product] 명세서 편집 및 생성 UX 완성도 향상
* 기여 방식: 핵심 편집 환경의 안정성을 확보하고 불필요한 UX 방해 요소를 제거함.",,이윤주,,,,712020:4d3e5a02-e6bf-43c3-8a13-64a850b5f709,,,,,,,,,,,,,,,,,,,,,,,,,,06/3월/26 2:11 오후;ug:02dd4c44-72aa-4caa-895c-50cc6f5d7418;b8056c86-2674-42c7-be03-b7934caba234.png;https://patsol.atlassian.net/rest/api/3/attachment/content/10869,06/3월/26 2:11 오후;ug:02dd4c44-72aa-4caa-895c-50cc6f5d7418;image-20260306-051043.png;https://patsol.atlassian.net/rest/api/3/attachment/content/10870,,,,0|i00213:,PS 3월,,,,2.0,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-03-09T18:51:30.000+0900"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,,,,,,,,,,,진행 중,06/3월/26 2:07 오후
